Season,Rank,Team,Record,Rating,v 1-10,v 11-25,v 26-40,Hi,Lo,Last
2011-12,98,"W Kentucky",7-5,-11.1,0-1,0-0,0-0,96,117,96
2011-12,99,"Rice",4-8,-11.2,0-1,0-2,0-2,91,100,100
2011-12,100,"Minnesota",3-9,-11.2,0-2,0-2,0-1,73,113,99
2011-12,101,"Ball St",6-6,-12.3,0-1,0-0,0-0,90,103,102
2011-12,102,"N Texas",5-7,-12.4,0-2,0-0,0-1,101,117,101
2011-12,103,"Kent St",5-7,-13.5,0-1,0-0,0-1,102,114,103
2011-12,104,"Kansas",2-10,-14.2,0-2,0-4,0-1,81,106,104
2011-12,105,"E Michigan",6-6,-15.1,0-0,0-1,0-1,104,120,105
2011-12,106,"C Michigan",3-9,-15.9,0-0,0-1,0-0,83,111,108
2011-12,107,"Indiana",1-11,-16.0,0-1,0-1,0-2,93,109,107
2011-12,108,"Troy",3-9,-16.1,0-0,0-1,0-1,71,108,106
2011-12,109,"Buffalo",3-9,-16.2,0-0,0-0,0-0,101,113,109
2011-12,110,"Colorado St",3-9,-16.8,0-1,0-1,0-0,97,113,110
2011-12,111,"Idaho",2-10,-17.6,0-0,0-1,0-1,102,111,111
2011-12,112,"New Mexico St",4-9,-18.8,0-0,0-1,0-1,108,119,112
2011-12,113,"UAB",3-9,-19.5,0-1,0-0,1-3,95,115,113
2011-12,114,"Middle Tenn",2-10,-21.7,0-0,0-0,0-0,92,114,114
2011-12,115,"UNLV",2-10,-23.5,0-2,0-1,0-0,110,118,115
2011-12,116,"Tulane",2-11,-23.8,0-1,0-0,0-1,105,118,116
2011-12,117,"Florida Atlantic",1-11,-26.3,0-0,0-1,0-1,109,117,117
2011-12,118,"Memphis",2-10,-26.9,0-0,0-0,0-2,117,120,118
2011-12,119,"Akron",1-11,-30.1,0-0,0-1,0-1,115,120,119
2011-12,120,"New Mexico",1-11,-30.7,0-1,0-2,0-0,109,120,120
2012-13,1,"Alabama",13-1,28.8,2-1,2-0,2-0,1,2,1
2012-13,2,"Oregon",12-1,26.0,1-0,3-1,0-0,2,11,2
2012-13,3,"Texas A&M",11-2,23.0,2-1,0-1,2-0,2,25,3
2012-13,4,"Kansas St",11-2,18.8,2-1,2-1,1-0,4,24,5
2012-13,5,"Oklahoma",10-3,18.6,1-3,3-0,1-0,1,8,4
2012-13,6,"Oklahoma St",8-5,18.5,0-2,1-2,1-0,2,15,7
2012-13,7,"Florida St",12-2,17.6,0-1,1-0,2-0,3,17,8
2012-13,8,"Georgia",12-2,17.4,1-1,1-1,3-0,6,20,10
2012-13,9,"Notre Dame",12-1,16.6,1-1,4-0,1-0,5,15,6
2012-13,10,"Florida",11-2,15.5,2-1,2-0,1-0,4,15,9
2012-13,11,"LSU",10-3,14.3,1-2,1-1,2-0,2,14,11
2012-13,12,"Stanford",12-2,13.9,1-1,3-0,2-0,6,26,12
2012-13,13,"South Carolina",11-2,13.5,1-1,2-1,1-0,5,25,13
2012-13,14,"Oregon St",9-4,12.5,0-1,3-2,1-0,14,63,15
2012-13,15,"Clemson",11-2,12.1,0-1,1-1,1-0,12,46,17
2012-13,16,"Texas",9-4,12.0,1-2,2-1,2-0,3,16,16
2012-13,17,"USC",7-6,11.4,0-2,1-1,0-2,4,17,14
2012-13,18,"Michigan",8-5,11.2,0-2,0-3,2-0,11,39,18
2012-13,19,"Ohio St",12-0,11.1,0-0,3-0,3-0,8,23,19
2012-13,20,"Baylor",8-5,10.8,2-1,0-2,2-0,17,47,22
2012-13,21,"Wisconsin",8-6,10.6,0-0,1-4,1-2,14,54,20
2012-13,22,"TCU",7-6,10.1,0-3,2-0,0-2,5,23,21
2012-13,23,"Arizona St",8-5,9.9,0-1,0-2,0-1,17,70,24
2012-13,24,"BYU",8-5,9.2,0-1,0-1,2-1,21,37,25
2012-13,25,"Nebraska",10-4,8.8,0-1,2-2,3-1,9,25,23
2012-13,26,"Vanderbilt",9-4,8.3,0-2,0-1,1-1,26,52,27
2012-13,27,"Utah St",11-2,8.0,0-0,0-2,0-0,26,73,31
2012-13,28,"UCLA",9-5,7.4,0-0,3-4,0-0,22,59,26
2012-13,29,"Boise St",11-2,6.7,0-0,1-0,0-1,18,33,30
2012-13,30,"Texas Tech",8-5,6.6,0-3,1-2,0-0,9,47,28
2012-13,31,"Penn St",8-4,6.2,0-0,1-2,1-0,31,70,34
2012-13,32,"Cincinnati",10-3,6.0,0-0,0-0,0-0,28,41,35
2012-13,33,"UCF",10-4,6.0,0-0,0-1,0-0,30,53,40
2012-13,34,"N Illinois",12-2,5.8,0-1,0-0,0-0,30,70,33
2012-13,35,"North Carolina",8-4,5.5,0-0,0-0,0-1,17,47,38
2012-13,36,"Mississippi",7-6,5.4,0-3,0-2,1-1,36,73,43
2012-13,37,"Michigan St",7-6,5.3,0-1,2-3,1-1,21,40,39
2012-13,38,"Northwestern",10-3,5.3,0-0,0-2,3-1,37,78,41
2012-13,39,"Georgia Tech",7-7,4.9,0-2,1-2,1-0,20,57,45
2012-13,40,"Mississippi St",8-5,4.7,0-2,0-1,0-2,24,50,37
2012-13,41,"Fresno St",9-4,4.7,0-1,0-0,0-1,29,82,29
2012-13,42,"West Virginia",7-6,4.6,0-3,2-1,0-1,15,51,32
2012-13,43,"Tulsa",11-3,4.5,0-0,0-0,2-0,32,52,46
2012-13,44,"Missouri",5-7,4.3,0-4,1-1,1-1,14,45,44
2012-13,45,"Iowa St",6-7,4.3,0-3,2-1,0-1,26,74,36
2012-13,46,"Syracuse",8-5,3.6,0-0,0-1,0-2,45,83,54
2012-13,47,"Arizona",8-5,3.2,1-1,1-3,0-1,24,73,42
2012-13,48,"Louisiana Tech",9-3,3.1,0-1,0-0,0-1,29,59,48
2012-13,49,"Louisville",11-2,2.4,1-0,0-0,2-0,42,65,58
2012-13,50,"Pittsburgh",6-7,2.3,0-1,0-0,0-2,39,96,47
2012-13,51,"Virginia Tech",7-6,2.3,0-1,0-1,1-2,26,52,52
2012-13,52,"Utah",5-7,2.1,0-0,1-3,0-2,21,52,50
2012-13,53,"Arkansas St",10-3,2.1,0-1,0-1,0-0,49,94,49
2012-13,54,"Tennessee",5-7,2.1,0-3,0-1,0-2,26,55,51
2012-13,55,"Rutgers",9-4,1.9,0-0,0-0,1-0,32,57,53
2012-13,56,"San Jose St",11-2,1.7,0-0,1-1,0-1,53,114,55
2012-13,57,"Miami",7-5,1.2,0-3,0-0,1-1,40,68,57
2012-13,58,"Washington",7-6,1.1,0-1,2-2,0-1,51,70,56
2012-13,59,"Arkansas",4-8,-0.3,0-2,0-2,0-2,10,77,60
2012-13,60,"SMU",7-6,-0.6,0-1,0-2,0-1,59,97,68
2012-13,61,"San Diego St",9-4,-1.3,0-0,0-1,1-0,59,99,59
2012-13,62,"NC State",7-6,-1.5,1-0,0-1,0-2,54,71,62
2012-13,63,"Kent St",11-3,-2.1,0-0,0-0,0-1,63,109,64
2012-13,64,"Louisiana",9-4,-2.1,0-2,0-0,0-0,63,102,63
2012-13,65,"Iowa",4-8,-3.1,0-0,0-2,2-2,38,68,66
2012-13,66,"UL Monroe",8-5,-3.2,0-0,0-1,0-0,47,101,61
2012-13,67,"Purdue",6-7,-3.9,0-2,0-3,0-1,25,71,65
2012-13,68,"Nevada",7-6,-4.3,0-0,0-0,0-1,43,73,70
2012-13,69,"Toledo",9-4,-4.4,0-0,0-0,1-2,55,79,67
2012-13,70,"California",3-9,-4.5,0-1,0-5,1-0,42,73,71
2012-13,71,"Ball St",9-4,-4.5,0-0,0-1,0-2,67,97,69
2012-13,72,"Auburn",3-9,-4.5,0-3,0-2,0-3,34,75,73
2012-13,73,"Bowling Green",8-5,-5.0,0-1,0-0,0-0,59,89,74
2012-13,74,"S Florida",3-9,-5.5,0-1,0-0,0-1,27,76,76
2012-13,75,"W Kentucky",7-6,-5.5,0-1,0-0,0-0,52,99,72
2012-13,76,"UConn",5-7,-5.8,0-0,0-0,0-1,32,85,77
2012-13,77,"Minnesota",6-7,-5.8,0-0,0-3,0-3,75,97,79
2012-13,78,"Ohio",9-4,-6.1,0-0,0-0,1-0,44,85,83
2012-13,79,"Duke",6-7,-6.3,0-1,0-2,1-2,62,87,78
2012-13,80,"Navy",8-5,-6.7,0-1,0-1,0-1,58,102,75
2012-13,81,"Rice",7-6,-7.4,0-0,0-0,0-1,81,113,84
2012-13,82,"Troy",5-7,-7.6,0-0,0-0,0-1,74,108,80
2012-13,83,"Virginia",4-8,-8.0,0-0,0-1,1-2,75,101,81
2012-13,84,"Indiana",4-8,-8.6,0-0,0-2,0-3,73,107,82
2012-13,85,"Boston College",2-10,-8.7,0-2,0-1,0-2,49,92,85
2012-13,86,"Temple",4-7,-8.8,0-0,0-0,0-2,52,94,87
2012-13,87,"Maryland",4-8,-8.9,0-1,0-1,0-2,81,110,86
2012-13,88,"E Carolina",8-5,-8.9,0-0,0-1,0-2,78,101,88
2012-13,89,"Houston",5-7,-8.9,0-0,0-0,0-1,22,95,89
2012-13,90,"Marshall",5-7,-10.0,0-0,0-0,0-1,78,105,94
2012-13,91,"Kentucky",2-10,-10.1,0-2,0-1,0-2,64,94,91
2012-13,92,"W Michigan",4-8,-10.4,0-0,0-0,0-1,70,96,95
2012-13,93,"Middle Tenn",8-4,-10.5,0-0,0-0,1-1,81,121,93
2012-13,94,"Kansas",1-11,-10.6,0-3,0-3,0-2,81,103,92
2012-13,95,"Washington St",3-9,-11.1,0-1,0-4,0-1,89,105,96
2012-13,96,"N Texas",4-8,-11.5,0-1,0-1,0-0,79,104,97
2012-13,97,"Air Force",6-7,-11.6,0-0,0-1,0-0,68,97,90
2012-13,98,"UTEP",3-9,-11.7,0-1,0-1,0-2,80,101,99
2012-13,99,"Florida Intl",3-9,-11.7,0-0,0-0,0-1,72,106,98
2012-13,100,"Wake Forest",5-7,-13.2,0-2,0-1,1-1,77,101,100
2012-13,101,"Illinois",2-10,-13.3,0-0,0-4,0-2,37,101,101
2012-13,102,"C Michigan",7-6,-13.6,0-0,0-0,0-2,90,110,103
2012-13,103,"Wyoming",4-8,-14.1,0-0,0-1,0-1,87,111,102
2012-13,104,"Texas St",4-8,-14.8,0-0,0-0,0-2,57,116,105
2012-13,105,"UTSA",8-4,-14.8,0-0,0-0,0-1,58,115,106
2012-13,106,"Florida Atlantic",3-9,-15.1,0-2,0-0,0-0,102,121,104
2012-13,107,"Buffalo",4-8,-15.2,0-1,0-0,0-1,98,112,107
2012-13,108,"New Mexico",4-9,-15.9,0-0,0-1,0-2,96,124,108
2012-13,109,"Army",2-10,-16.5,0-0,0-0,0-1,71,114,109
2012-13,110,"Miami OH",4-8,-16.9,0-0,0-1,0-2,83,113,111
2012-13,111,"Colorado St",4-8,-17.1,0-0,0-0,0-2,101,119,110
2012-13,112,"Memphis",4-8,-17.1,0-0,0-0,0-1,111,124,112
2012-13,113,"UAB",3-9,-17.3,0-0,0-2,0-1,99,118,113
2012-13,114,"Southern Miss",0-12,-18.1,0-0,0-1,0-2,38,115,114
2012-13,115,"UNLV",2-11,-19.1,0-0,0-0,0-2,103,120,115
2012-13,116,"S Alabama",2-11,-19.6,0-0,0-0,0-1,55,117,116
2012-13,117,"Akron",1-11,-19.9,0-0,0-0,0-2,109,124,119
2012-13,118,"E Michigan",2-10,-20.0,0-0,0-0,0-2,96,118,118
2012-13,119,"Hawai'i",3-9,-20.2,0-0,0-2,0-1,84,120,117
2012-13,120,"Tulane",2-10,-22.1,0-0,0-0,0-1,114,124,120
2012-13,121,"Colorado",1-11,-24.2,0-1,0-3,0-1,102,122,121
2012-13,122,"Idaho",1-11,-27.9,0-0,0-2,0-2,111,123,122
2012-13,123,"New Mexico St",1-11,-28.1,0-0,0-1,0-1,112,123,123
2012-13,124,"UMass",1-11,-30.0,0-0,0-1,0-2,56,124,124
2013-14,1,"Florida St",14-0,32.8,1-0,1-0,1-0,1,25,1
2013-14,2,"Oregon",11-2,26.5,0-1,2-1,3-0,1,4,4
2013-14,3,"Alabama",11-2,25.9,0-1,2-1,2-0,1,4,2
2013-14,4,"Baylor",11-2,25.0,0-1,2-0,2-1,1,30,3
2013-14,5,"Stanford",11-3,20.9,3-0,2-2,2-1,5,15,5
2013-14,6,"Oklahoma St",10-3,19.9,1-1,1-1,3-0,3,20,8
2013-14,7,"Ohio St",12-2,19.9,0-0,1-2,2-0,5,21,6
2013-14,8,"Arizona St",10-4,19.0,0-2,5-0,2-2,5,19,7
2013-14,9,"Auburn",12-2,18.6,2-1,2-1,2-0,9,42,10
2013-14,10,"Missouri",12-2,18.1,1-1,2-1,1-0,9,33,11
2013-14,11,"South Carolina",11-2,17.3,1-0,2-1,3-0,6,22,15
2013-14,12,"Wisconsin",9-4,17.1,0-2,1-1,1-0,6,15,9
2013-14,13,"Washington",9-4,17.0,0-3,2-1,2-0,8,37,13
2013-14,14,"UCLA",10-3,16.9,0-3,3-0,1-0,7,33,16
2013-14,15,"Clemson",11-2,16.8,1-1,1-1,1-0,7,25,12
2013-14,16,"LSU",10-3,16.0,1-1,1-1,2-1,5,16,14
2013-14,17,"Oklahoma",11-2,15.5,2-1,1-0,2-1,5,27,19
2013-14,18,"Texas A&M",9-4,15.0,0-3,0-1,2-0,3,18,17
2013-14,19,"Georgia",8-5,13.6,0-2,2-1,1-0,9,23,18
2013-14,20,"Michigan St",13-1,13.2,2-0,0-0,2-1,19,54,20
2013-14,21,"USC",10-4,13.1,1-1,1-1,3-1,18,37,21
2013-14,22,"Louisville",12-1,12.6,0-0,0-0,1-1,9,47,23
2013-14,23,"Kansas St",8-5,11.1,0-2,0-1,2-1,18,51,27
2013-14,24,"Arizona",8-5,11.0,1-1,0-3,1-0,19,41,26
2013-14,25,"BYU",8-5,10.7,0-0,0-2,4-2,15,36,22
2013-14,26,"Mississippi",8-5,10.4,0-3,1-1,2-1,21,39,28
2013-14,27,"Georgia Tech",7-6,10.3,0-0,0-3,1-2,10,34,24
2013-14,28,"Texas",8-5,10.1,0-3,2-1,1-1,8,41,25
2013-14,29,"Notre Dame",9-4,9.1,1-1,3-1,0-1,13,44,29
2013-14,30,"Utah St",9-5,9.1,0-0,0-2,0-2,18,42,30
2013-14,31,"UCF",12-1,8.9,1-0,1-1,0-0,26,46,37
2013-14,32,"Oregon St",7-6,8.9,0-3,0-2,2-0,15,48,33
2013-14,33,"Mississippi St",7-6,8.6,0-3,0-3,1-0,20,44,38
2013-14,34,"Utah",5-7,7.7,1-2,1-3,1-1,22,38,35
2013-14,35,"Boise St",8-5,7.5,0-0,0-2,1-1,26,50,31
2013-14,36,"Michigan",7-6,7.2,0-1,0-2,1-1,6,41,32
2013-14,37,"Texas Tech",8-5,7.0,1-2,0-2,0-1,21,46,46
2013-14,38,"North Carolina",7-6,6.8,0-0,0-1,0-2,36,64,42
2013-14,39,"Iowa",8-5,6.5,0-1,0-3,1-0,39,70,40
2013-14,40,"Miami",9-4,6.0,0-1,0-1,2-0,16,48,34
2013-14,41,"Florida",4-8,6.0,0-2,0-3,0-1,7,44,41
2013-14,42,"Virginia Tech",8-5,5.9,0-1,0-1,3-0,28,42,36
2013-14,43,"TCU",4-8,5.6,0-2,0-3,0-2,11,48,44
2013-14,44,"Houston",8-5,5.3,0-0,0-2,0-1,37,94,39
2013-14,45,"Nebraska",9-4,5.0,0-0,1-2,1-1,14,51,47
2013-14,46,"Bowling Green",10-4,4.9,0-0,0-0,0-1,43,82,43
2013-14,47,"Fresno St",11-2,4.3,0-0,0-1,2-0,41,66,45
2013-14,48,"Vanderbilt",9-4,4.1,0-1,1-2,0-1,42,58,52
2013-14,49,"Duke",10-4,3.7,0-1,0-1,2-1,48,93,50
2013-14,50,"Marshall",10-4,3.5,0-0,0-0,0-0,44,104,48
2013-14,51,"N Illinois",12-2,3.2,0-0,0-0,1-1,36,58,49
2013-14,52,"E Carolina",10-3,2.6,0-0,0-0,1-0,46,97,54
2013-14,53,"Washington St",6-7,2.4,0-4,2-1,1-1,43,90,53
2013-14,54,"Navy",9-4,2.0,0-0,0-0,0-1,45,70,55
2013-14,55,"Cincinnati",9-4,1.8,0-0,0-1,0-1,26,62,51
2013-14,56,"N Texas",9-4,1.2,0-0,0-1,0-0,55,92,58
2013-14,57,"Penn St",7-5,1.1,0-1,1-0,1-1,35,64,56
2013-14,58,"Pittsburgh",7-6,1.0,0-1,0-0,1-3,50,69,59
2013-14,59,"Tennessee",5-7,0.6,0-4,1-1,0-0,37,60,60
2013-14,60,"Minnesota",8-5,0.6,0-0,0-2,0-2,53,78,57
2013-14,61,"Northwestern",5-7,0.1,0-1,0-2,0-2,28,62,61
2013-14,62,"Indiana",5-7,0.0,0-2,0-2,0-1,46,76,62
2013-14,63,"Ball St",10-3,-1.6,0-0,0-0,0-0,56,89,63
2013-14,64,"Boston College",7-6,-1.9,0-1,0-3,0-1,62,93,64
2013-14,65,"Colorado St",8-6,-1.9,0-1,0-0,0-2,64,109,67
2013-14,66,"Maryland",7-6,-2.3,0-1,0-1,0-0,37,71,66
2013-14,67,"Syracuse",7-6,-2.5,0-1,0-1,0-1,46,72,69
2013-14,68,"Toledo",7-5,-2.6,0-1,0-0,0-0,59,78,68
2013-14,69,"Rice",10-4,-3.1,0-0,0-1,0-1,63,89,65
2013-14,70,"Arkansas",3-9,-3.6,0-2,0-3,0-2,31,78,71
2013-14,71,"West Virginia",4-8,-4.3,1-1,0-2,0-2,60,82,72
2013-14,72,"Louisiana",9-4,-4.5,0-0,0-1,0-0,50,89,73
2013-14,73,"Iowa St",3-9,-5.0,0-2,0-2,0-3,48,89,74
2013-14,74,"W Kentucky",8-4,-5.0,0-0,0-0,0-0,71,96,75
2013-14,75,"Buffalo",8-5,-5.1,0-2,0-0,0-0,67,115,70
2013-14,76,"Arkansas St",8-5,-5.7,0-2,0-0,0-0,53,86,81
2013-14,77,"San Diego St",8-5,-5.8,0-1,0-0,1-1,47,98,85
2013-14,78,"San Jose St",6-6,-6.0,0-1,0-0,0-1,74,95,76
2013-14,79,"Illinois",4-8,-6.3,0-1,0-3,0-0,54,102,77
2013-14,80,"S Alabama",6-6,-6.3,0-0,0-0,0-0,80,116,82
2013-14,81,"Florida Atlantic",6-6,-6.4,0-1,0-0,0-1,74,117,78
2013-14,82,"UTSA",7-5,-6.5,0-1,0-1,0-0,73,100,80
2013-14,83,"Nevada",4-8,-6.7,0-1,0-2,0-1,55,92,83
2013-14,84,"Wake Forest",4-8,-6.8,0-1,0-1,0-1,74,105,84
2013-14,85,"Middle Tenn",8-5,-6.8,0-0,0-1,0-1,76,97,79
2013-14,86,"Kentucky",2-10,-7.3,0-2,0-3,0-1,66,88,86
2013-14,87,"Rutgers",6-7,-7.5,0-0,0-1,0-2,54,93,87
2013-14,88,"SMU",5-7,-7.7,0-0,0-1,0-2,66,96,88
2013-14,89,"NC State",3-9,-8.2,0-1,0-1,0-1,55,89,89
2013-14,90,"Tulane",7-6,-8.3,0-0,0-0,0-0,90,121,90
2013-14,91,"Temple",2-10,-8.6,0-0,0-1,0-2,61,102,92
2013-14,92,"UNLV",7-6,-9.4,0-0,0-1,0-1,91,117,91
2013-14,93,"Colorado",4-8,-9.4,0-2,0-4,0-2,87,106,94
2013-14,94,"Virginia",2-10,-9.7,0-1,1-1,0-3,64,94,93
2013-14,95,"Memphis",3-9,-10.4,0-0,0-1,0-1,78,112,95
2013-14,96,"Troy",6-6,-10.5,0-0,0-0,0-2,62,100,96
2013-14,97,"UConn",3-9,-11.2,0-0,0-1,0-2,56,111,97
2013-14,98,"Ohio",7-6,-11.6,0-0,0-1,0-0,70,111,98
2013-14,99,"Hawai'i",1-11,-12.1,0-0,0-1,0-2,87,104,100
2013-14,100,"Kent St",4-8,-12.2,0-0,0-1,0-0,84,110,99
2013-14,101,"California",1-11,-12.3,0-3,0-4,0-1,58,104,104
2013-14,102,"Tulsa",3-9,-12.4,0-0,0-1,0-0,45,104,101
2013-14,103,"UL Monroe",6-6,-12.4,0-1,0-1,0-0,75,109,102
2013-14,104,"Kansas",3-9,-12.5,0-2,0-2,0-2,77,104,103
2013-14,105,"Wyoming",5-7,-13.6,0-0,0-0,0-2,55,108,105
2013-14,106,"S Florida",2-10,-13.6,0-0,0-2,0-2,66,116,106
2013-14,107,"Army",3-9,-15.1,0-1,0-0,0-0,96,108,107
2013-14,108,"Texas St",6-6,-16.0,0-0,0-0,0-1,80,110,108
2013-14,109,"New Mexico",3-9,-16.7,0-0,0-0,0-2,103,116,109
2013-14,110,"Akron",5-7,-16.8,0-0,0-0,0-2,109,124,110
2013-14,111,"C Michigan",6-6,-17.6,0-0,0-0,0-1,111,122,111
2013-14,112,"Purdue",1-11,-17.6,0-1,0-2,0-2,83,114,112
2013-14,113,"Air Force",2-10,-18.5,0-0,0-0,0-3,68,114,113
2013-14,114,"Louisiana Tech",4-8,-18.6,0-0,0-0,0-0,80,114,114
2013-14,115,"UAB",2-10,-23.3,0-0,0-1,0-0,101,116,115
2013-14,116,"W Michigan",1-11,-23.7,0-0,0-1,0-1,90,120,116
2013-14,117,"UTEP",2-10,-24.0,0-0,0-1,0-0,101,117,117
2013-14,118,"Georgia St",0-12,-25.0,0-1,0-0,0-0,113,125,118
2013-14,119,"UMass",1-11,-27.0,0-0,0-2,0-0,117,123,119
2013-14,120,"Southern Miss",1-11,-27.6,0-0,0-0,0-1,105,124,120
2013-14,121,"Idaho",1-11,-29.4,0-1,0-0,0-1,119,124,121
2013-14,122,"New Mexico St",2-10,-30.2,0-0,0-1,0-1,122,125,122
2013-14,123,"Miami OH",0-12,-30.5,0-0,0-0,0-0,120,125,123
2013-14,124,"Florida Intl",1-11,-31.0,0-0,0-1,0-1,100,125,124
2013-14,125,"E Michigan",2-10,-31.7,0-0,0-0,0-0,118,125,125
2014-15,1,"Oregon",13-2,26.8,1-1,4-1,2-0,1,9,1
2014-15,2,"TCU",12-1,26.2,1-1,2-0,1-0,2,39,3
2014-15,3,"Alabama",12-2,25.7,2-2,4-0,3-0,1,11,2
2014-15,4,"Ohio St",14-1,25.1,3-0,1-0,0-0,4,32,5
2014-15,5,"Baylor",11-2,22.7,1-1,2-0,0-1,1,9,4
2014-15,6,"Georgia",10-3,22.5,2-0,1-2,3-1,4,15,6
2014-15,7,"Michigan St",11-2,20.3,1-2,0-0,1-0,7,27,8
2014-15,8,"Auburn",8-5,18.8,2-2,2-3,1-0,1,9,9
2014-15,9,"Mississippi",9-4,18.4,1-3,2-1,3-0,2,21,7
2014-15,10,"Arkansas",7-6,16.9,1-3,1-2,0-1,10,50,14
2014-15,11,"Mississippi St",10-3,16.9,2-2,2-1,0-0,7,29,11
2014-15,12,"USC",9-4,16.5,0-0,2-2,2-1,3,18,13
2014-15,13,"Oklahoma",8-5,16.2,0-2,0-2,2-0,1,16,10
2014-15,14,"Kansas St",9-4,16.1,0-3,1-1,1-0,12,38,12
2014-15,15,"Stanford",8-5,15.5,0-1,1-2,1-2,8,27,18
2014-15,16,"UCLA",10-3,15.4,0-1,4-1,2-1,9,24,17
2014-15,17,"LSU",8-5,15.0,1-3,3-1,0-1,10,17,15
2014-15,18,"Georgia Tech",11-3,14.7,1-0,2-1,1-1,18,63,20
2014-15,19,"Wisconsin",11-3,14.6,1-1,0-1,1-0,7,25,19
2014-15,20,"Florida St",13-1,14.2,0-1,3-0,3-0,1,20,16
2014-15,21,"Clemson",10-3,13.9,0-1,1-2,2-0,14,40,25
2014-15,22,"Arizona St",10-3,12.9,0-0,2-2,4-0,15,37,21
2014-15,23,"Texas A&M",8-5,12.1,2-2,0-2,2-1,1,25,24
2014-15,24,"Arizona",10-4,11.8,1-1,1-2,2-1,10,31,22
2014-15,25,"Florida",7-5,11.8,1-1,0-2,1-2,7,31,23
2014-15,26,"Missouri",11-3,11.4,1-2,2-0,2-0,18,52,27
2014-15,27,"Utah",9-4,11.2,0-1,3-2,0-0,16,32,31
2014-15,28,"Marshall",13-1,11.1,0-0,0-0,0-0,20,68,29
2014-15,29,"Nebraska",9-4,10.5,0-1,0-2,1-0,11,40,28
2014-15,30,"West Virginia",7-6,9.9,1-2,0-3,0-0,26,51,26
2014-15,31,"Boise St",12-2,9.3,0-1,1-0,1-0,31,57,32
2014-15,32,"Louisville",9-4,9.2,0-1,0-2,2-0,28,46,30
2014-15,33,"Tennessee",7-6,8.8,0-3,0-2,1-1,23,54,33
2014-15,34,"Notre Dame",8-5,8.2,0-0,2-3,0-1,8,36,35
2014-15,35,"South Carolina",7-6,7.7,1-1,1-2,1-2,13,45,36
2014-15,36,"Washington",8-6,7.2,0-1,0-4,0-0,18,61,34
2014-15,37,"Memphis",10-3,7.2,0-1,0-1,1-0,35,89,38
2014-15,38,"Miami",6-7,6.9,0-0,0-2,1-3,30,67,37
2014-15,39,"BYU",8-5,5.6,0-0,0-0,0-2,6,41,40
2014-15,40,"Duke",9-4,5.4,0-0,1-1,0-1,35,61,42
2014-15,41,"Texas",6-7,5.4,0-3,0-3,1-1,20,44,39
2014-15,42,"Louisiana Tech",9-5,4.9,0-1,0-1,0-1,42,110,43
2014-15,43,"Minnesota",8-5,4.8,0-2,0-1,1-1,41,77,41
2014-15,44,"Virginia Tech",7-6,4.8,1-0,0-1,1-1,26,67,45
2014-15,45,"Boston College",7-6,3.4,0-0,1-2,0-1,44,71,46
2014-15,46,"Cincinnati",9-4,2.9,0-1,0-0,0-2,41,76,44
2014-15,47,"Michigan",5-7,2.7,0-2,0-0,0-2,21,60,52
2014-15,48,"Pittsburgh",6-7,2.6,0-0,0-1,1-1,25,64,49
2014-15,49,"UCF",9-4,2.6,0-0,0-0,1-1,38,60,47
2014-15,50,"Oklahoma St",7-6,2.5,0-2,1-2,1-1,17,63,54
2014-15,51,"Penn St",7-6,2.5,0-2,0-0,0-0,35,55,55
2014-15,52,"California",5-7,2.2,0-1,0-4,0-2,44,72,51
2014-15,53,"Iowa",7-6,2.2,0-0,0-1,0-2,27,72,48
2014-15,54,"Virginia",5-7,2.2,0-0,0-3,2-2,51,82,53
2014-15,55,"E Carolina",8-5,2.1,0-0,0-1,0-1,35,73,56
2014-15,56,"Maryland",7-6,1.3,0-2,0-2,0-1,34,57,57
2014-15,57,"Houston",8-5,0.8,0-0,0-0,1-1,42,87,58
2014-15,58,"Colorado St",10-3,0.8,0-0,0-0,0-2,45,78,50
2014-15,59,"NC State",8-5,0.3,0-0,0-3,0-1,54,84,63
2014-15,60,"Utah St",10-4,0.2,0-0,0-0,1-2,49,90,59
2014-15,61,"Washington St",3-9,-0.2,0-1,0-4,1-1,42,83,62
2014-15,62,"Kentucky",5-7,-0.3,0-1,0-3,1-3,47,75,61
2014-15,63,"Oregon St",5-7,-0.5,0-1,1-2,0-2,28,66,64
2014-15,64,"Navy",8-5,-0.5,0-1,0-0,0-1,42,70,66
2014-15,65,"Georgia So",9-3,-0.6,0-0,0-1,0-0,48,101,65
2014-15,66,"North Carolina",6-7,-1.0,0-0,1-1,1-2,33,71,60
2014-15,67,"Northwestern",5-7,-1.0,0-0,1-0,1-1,46,74,67
2014-15,68,"Rutgers",8-5,-1.5,0-2,0-1,0-1,47,85,72
2014-15,69,"Temple",6-6,-1.6,0-0,0-0,0-1,28,77,68
2014-15,70,"W Kentucky",8-5,-3.1,0-0,0-0,1-0,37,86,71
2014-15,71,"Nevada",7-6,-3.1,0-0,0-1,1-1,57,92,69
2014-15,72,"N Illinois",11-3,-3.4,0-1,0-0,0-1,30,83,70
2014-15,73,"Toledo",9-4,-3.6,0-0,0-0,0-1,57,82,77
2014-15,74,"Texas Tech",4-8,-3.6,0-3,0-2,0-1,40,82,73
2014-15,75,"San Diego St",7-6,-3.9,0-0,0-0,0-1,62,83,74
2014-15,76,"Colorado",2-10,-4.8,0-1,0-4,0-2,74,105,76
