Season,Rank,Team,Record,Rating,Hi,Lo,Last
2014-15,28,"Arizona St",10-3,6.5,15,119,25
2014-15,29,"Clemson",10-3,6.5,1,32,32
2014-15,30,"South Carolina",7-6,6.1,3,31,27
2014-15,31,"California",5-7,5.2,23,72,28
2014-15,32,"Notre Dame",8-5,5.2,29,79,34
2014-15,33,"Washington St",3-9,4.9,20,70,30
2014-15,34,"Wisconsin",11-3,4.8,7,54,38
2014-15,35,"Miami",6-7,4.5,17,56,33
2014-15,36,"Louisville",9-4,4.1,29,72,43
2014-15,37,"Oklahoma St",7-6,3.8,3,63,37
2014-15,38,"Virginia",5-7,3.6,19,82,36
2014-15,39,"Washington",8-6,3.5,17,115,35
2014-15,40,"Maryland",7-6,3.3,33,101,46
2014-15,41,"Nebraska",9-4,3.3,33,116,47
2014-15,42,"Minnesota",8-5,3.0,42,124,44
2014-15,43,"Colorado",2-10,2.8,37,90,39
2014-15,44,"Kentucky",5-7,2.8,37,114,40
2014-15,45,"North Carolina",6-7,2.5,31,105,41
2014-15,46,"Oregon St",5-7,2.5,27,105,45
2014-15,47,"Michigan",5-7,2.3,10,84,49
2014-15,48,"Texas Tech",4-8,2.2,38,103,42
2014-15,49,"Virginia Tech",7-6,2.1,25,112,48
2014-15,50,"Boston College",7-6,1.4,27,91,51
2014-15,51,"Rutgers",8-5,1.3,32,95,52
2014-15,52,"Iowa St",2-10,1.0,26,71,50
2014-15,53,"Penn St",7-6,0.4,28,68,55
2014-15,54,"Northwestern",5-7,0.4,32,82,53
2014-15,55,"Syracuse",3-9,0.2,39,122,54
2014-15,56,"Pittsburgh",6-7,-0.2,47,91,56
2014-15,57,"NC State",8-5,-0.4,56,98,59
2014-15,58,"BYU",8-5,-0.6,22,78,58
2014-15,59,"Iowa",7-6,-0.7,26,114,61
2014-15,60,"Duke",9-4,-0.8,53,125,65
2014-15,61,"Kansas",3-9,-1.0,57,125,57
2014-15,62,"Illinois",6-7,-1.0,60,103,60
2014-15,63,"Memphis",10-3,-1.1,15,98,62
2014-15,64,"Boise St",12-2,-1.5,5,69,66
2014-15,65,"Indiana",4-8,-1.5,43,126,63
2014-15,66,"Cincinnati",9-4,-2.1,33,115,68
2014-15,67,"Louisiana Tech",9-5,-2.2,7,110,64
2014-15,68,"Purdue",3-9,-2.4,60,121,67
2014-15,69,"Vanderbilt",3-9,-2.8,24,76,69
2014-15,70,"E Carolina",8-5,-3.1,19,109,74
2014-15,71,"Wake Forest",3-9,-3.7,52,110,72
2014-15,72,"UCF",9-4,-3.8,5,77,71
2014-15,73,"Temple",6-6,-4.2,46,112,73
2014-15,74,"Navy",8-5,-4.5,13,76,76
2014-15,75,"Colorado St",10-3,-4.6,40,90,79
2014-15,76,"Nevada",7-6,-4.7,42,99,70
2014-15,77,"Tulane",3-9,-5.1,44,110,77
2014-15,78,"Utah St",10-4,-5.4,13,88,75
2014-15,79,"Houston",8-5,-5.6,30,93,81
2014-15,80,"Fresno St",6-8,-6.0,2,86,78
2014-15,81,"SMU",1-11,-6.0,8,83,80
2014-15,82,"UAB",6-6,-6.6,51,126,83
2014-15,83,"W Kentucky",8-5,-6.8,50,104,82
2014-15,84,"S Florida",4-8,-7.0,77,103,84
2014-15,85,"Rice",8-5,-7.1,1,97,90
2014-15,86,"Tulsa",2-10,-7.3,50,103,85
2014-15,87,"Middle Tenn",6-6,-7.3,69,121,88
2014-15,88,"San Diego St",7-6,-7.5,54,123,91
2014-15,89,"Hawai'i",4-9,-7.7,36,103,87
2014-15,90,"San Jose St",3-9,-7.7,67,126,86
2014-15,91,"Wyoming",4-8,-7.8,83,118,89
2014-15,92,"Florida Atlantic",3-9,-8.0,3,93,92
2014-15,93,"UTSA",4-8,-8.1,6,96,93
2014-15,94,"Air Force",10-3,-8.3,94,127,95
2014-15,95,"Southern Miss",3-9,-8.5,27,121,97
2014-15,96,"N Illinois",11-3,-8.5,42,119,108
2014-15,97,"Toledo",9-4,-8.5,42,116,101
2014-15,98,"Marshall",13-1,-8.6,59,123,103
2014-15,99,"New Mexico",4-8,-8.6,76,119,94
2014-15,100,"Georgia So",9-3,-8.7,39,101,98
2014-15,101,"Louisiana",9-4,-8.8,63,115,104
2014-15,102,"UTEP",7-6,-8.9,77,121,106
2014-15,103,"UNLV",2-11,-9.0,18,105,96
2014-15,104,"UL Monroe",4-8,-9.1,71,123,100
2014-15,105,"Arkansas St",7-6,-9.3,57,124,102
2014-15,106,"S Alabama",6-7,-9.3,64,117,99
2014-15,107,"Old Dominion",6-6,-9.5,84,120,107
2014-15,108,"UConn",2-10,-9.6,19,108,105
2014-15,109,"W Michigan",8-5,-10.3,57,123,110
2014-15,110,"Bowling Green",8-6,-10.6,21,111,109
2014-15,111,"Florida Intl",4-8,-10.7,100,128,111
2014-15,112,"C Michigan",7-6,-11.3,98,123,114
2014-15,113,"N Texas",4-8,-11.5,11,115,112
2014-15,114,"Miami OH",2-10,-11.7,50,123,113
2014-15,115,"Kent St",2-9,-12.0,65,120,115
2014-15,116,"UMass",3-9,-12.2,49,125,116
2014-15,117,"Ohio",6-6,-12.4,45,120,117
2014-15,118,"Texas St",7-5,-12.7,95,128,118
2014-15,119,"Ball St",5-7,-12.8,79,122,120
2014-15,120,"Army",4-8,-12.8,68,123,122
2014-15,121,"Idaho",1-10,-12.9,65,122,119
2014-15,122,"Akron",5-7,-13.0,57,128,123
2014-15,123,"App State",7-5,-13.1,16,125,121
2014-15,124,"E Michigan",2-10,-14.1,119,126,124
2014-15,125,"Georgia St",1-11,-14.7,117,128,125
2014-15,126,"Troy",3-9,-14.9,40,126,126
2014-15,127,"Buffalo",5-6,-16.3,87,128,127
2014-15,128,"New Mexico St",2-10,-16.6,123,128,128
2015-16,1,"Alabama",14-1,12.6,1,20,2
2015-16,2,"Oklahoma",11-2,11.1,1,73,1
2015-16,3,"Mississippi",10-3,10.5,2,71,4
2015-16,4,"Clemson",14-1,10.3,4,83,15
2015-16,5,"LSU",9-3,10.1,2,30,5
2015-16,6,"USC",8-6,9.9,3,74,3
2015-16,7,"Arkansas",8-5,9.9,1,75,6
2015-16,8,"Notre Dame",10-3,9.3,4,45,8
2015-16,9,"Mississippi St",9-4,8.6,5,58,13
2015-16,10,"Stanford",12-2,8.0,4,33,11
2015-16,11,"California",8-5,7.9,6,89,12
2015-16,12,"Tennessee",9-4,7.9,1,64,10
2015-16,13,"Baylor",10-3,7.9,3,100,9
2015-16,14,"TCU",11-2,7.8,3,47,7
2015-16,15,"Auburn",7-6,7.7,7,55,22
2015-16,16,"Oregon",9-4,7.6,3,86,21
2015-16,17,"Florida",10-4,7.5,6,96,20
2015-16,18,"Texas A&M",8-5,7.1,8,59,25
2015-16,19,"Washington",7-6,7.0,5,51,19
2015-16,20,"Michigan St",12-2,7.0,7,78,26
2015-16,21,"Oklahoma St",10-3,6.8,14,100,16
2015-16,22,"Utah",10-3,6.7,11,50,23
2015-16,23,"Georgia Tech",3-9,6.4,4,104,17
2015-16,24,"Arizona St",6-7,6.4,7,49,29
2015-16,25,"Texas",5-7,6.3,2,35,14
2015-16,26,"Ohio St",12-1,6.1,1,57,36
2015-16,27,"West Virginia",8-5,6.0,2,102,18
2015-16,28,"UCLA",8-5,6.0,12,66,27
2015-16,29,"North Carolina",11-3,5.8,26,79,32
2015-16,30,"Michigan",10-3,5.6,10,45,34
2015-16,31,"Texas Tech",7-6,5.6,11,126,24
2015-16,32,"Florida St",10-3,5.4,20,93,28
2015-16,33,"Georgia",10-3,5.2,5,71,38
2015-16,34,"Pittsburgh",8-5,4.9,19,103,31
2015-16,35,"Louisville",8-5,4.8,14,42,39
2015-16,36,"Virginia",4-8,4.6,1,67,37
2015-16,37,"Miami",8-5,4.5,22,95,30
2015-16,38,"Vanderbilt",4-8,4.5,14,78,40
2015-16,39,"Iowa St",3-9,4.0,30,115,33
2015-16,40,"Missouri",5-7,3.8,22,99,43
2015-16,41,"South Carolina",3-9,3.8,5,49,44
2015-16,42,"Washington St",9-4,3.8,39,121,45
2015-16,43,"Kansas St",6-7,3.6,16,104,41
2015-16,44,"Virginia Tech",7-6,3.5,4,44,35
2015-16,45,"BYU",9-4,3.3,1,55,55
2015-16,46,"Maryland",3-9,3.2,27,122,42
2015-16,47,"NC State",7-6,3.0,47,124,51
2015-16,48,"Northwestern",10-3,3.0,16,64,49
2015-16,49,"Wisconsin",10-3,2.9,1,60,59
2015-16,50,"Nebraska",6-7,2.8,14,55,53
2015-16,51,"Iowa",12-2,2.7,44,103,54
2015-16,52,"Syracuse",4-8,2.6,40,121,46
2015-16,53,"Memphis",9-4,2.4,43,114,48
2015-16,54,"Penn St",7-6,2.4,24,90,58
2015-16,55,"Minnesota",6-7,2.3,4,66,47
2015-16,56,"Arizona",7-6,2.2,27,110,50
2015-16,57,"Boston College",3-9,1.8,40,126,52
2015-16,58,"Illinois",5-7,1.6,49,120,56
2015-16,59,"Wake Forest",3-9,1.5,56,128,57
2015-16,60,"Indiana",6-7,0.9,51,112,61
2015-16,61,"Oregon St",2-10,0.8,56,125,63
2015-16,62,"Navy",11-2,0.7,46,128,64
2015-16,63,"Purdue",2-10,0.4,28,86,60
2015-16,64,"Kentucky",5-7,0.0,25,69,68
2015-16,65,"Colorado",4-9,-0.1,51,108,66
2015-16,66,"Duke",8-5,-0.2,39,115,62
2015-16,67,"S Florida",8-5,-0.2,61,128,65
2015-16,68,"Temple",10-4,-0.7,35,95,67
2015-16,69,"W Michigan",8-5,-0.9,20,80,69
2015-16,70,"Houston",13-1,-0.9,58,120,77
2015-16,71,"Boise St",9-4,-1.1,13,75,74
2015-16,72,"Cincinnati",7-6,-1.3,50,106,70
2015-16,73,"Bowling Green",10-4,-1.5,16,99,71
2015-16,74,"Utah St",6-7,-1.6,30,122,73
2015-16,75,"Toledo",10-2,-1.7,5,92,75
2015-16,76,"Air Force",8-6,-2.0,54,110,79
2015-16,77,"Rutgers",4-8,-2.1,64,117,76
2015-16,78,"E Carolina",5-7,-2.1,36,101,72
2015-16,79,"W Kentucky",12-2,-2.1,29,83,78
2015-16,80,"N Illinois",8-6,-3.7,44,125,80
2015-16,81,"Southern Miss",9-5,-3.8,25,108,86
2015-16,82,"UConn",6-7,-3.9,81,127,83
2015-16,83,"Georgia So",9-4,-4.2,5,98,89
2015-16,84,"C Michigan",7-6,-4.2,32,98,82
2015-16,85,"Kansas",0-12,-4.5,79,120,81
2015-16,86,"Middle Tenn",7-6,-4.6,33,114,84
2015-16,87,"Tulsa",6-7,-4.7,56,92,85
2015-16,88,"San Diego St",11-3,-4.9,56,117,88
2015-16,89,"Louisiana Tech",9-4,-5.4,31,96,87
2015-16,90,"San Jose St",6-7,-6.3,85,127,90
2015-16,91,"Colorado St",7-6,-7.1,65,116,91
2015-16,92,"Ohio",8-5,-7.3,77,114,93
2015-16,93,"Arkansas St",9-4,-7.3,3,106,92
2015-16,94,"New Mexico",7-6,-7.8,82,124,101
2015-16,95,"UNLV",3-9,-7.9,9,127,98
2015-16,96,"Fresno St",3-9,-8.1,81,126,99
2015-16,97,"App State",11-2,-8.2,54,102,97
2015-16,98,"Ball St",3-9,-8.4,73,123,94
2015-16,99,"Marshall",10-3,-8.4,40,123,95
2015-16,100,"SMU",2-10,-8.6,6,113,96
2015-16,101,"Nevada",7-6,-8.8,62,125,105
2015-16,102,"Akron",8-5,-8.9,6,102,102
2015-16,103,"UCF",0-12,-9.3,45,115,100
2015-16,104,"Troy",4-8,-9.3,35,122,106
2015-16,105,"Kent St",3-9,-9.7,31,118,103
2015-16,106,"Wyoming",2-10,-9.8,97,128,110
2015-16,107,"Buffalo",5-7,-9.8,87,127,104
2015-16,108,"UMass",3-9,-10.1,10,113,107
2015-16,109,"Tulane",3-9,-10.3,12,115,109
2015-16,110,"Florida Atlantic",3-9,-10.3,27,121,108
2015-16,111,"Hawai'i",3-10,-10.5,28,112,112
2015-16,112,"S Alabama",5-7,-10.6,104,119,111
2015-16,113,"N Texas",1-11,-11.4,64,113,113
2015-16,114,"Army",2-10,-11.9,103,123,114
2015-16,115,"Georgia St",6-7,-12.2,86,128,118
2015-16,116,"UTSA",3-9,-12.2,6,119,116
2015-16,117,"Idaho",4-8,-12.4,48,123,119
2015-16,118,"Miami OH",3-9,-12.5,114,124,115
2015-16,119,"Florida Intl",5-7,-12.5,45,119,117
2015-16,120,"UL Monroe",2-11,-13.0,9,124,123
2015-16,121,"New Mexico St",3-9,-13.1,29,127,121
2015-16,122,"Louisiana",4-8,-13.2,36,123,122
2015-16,123,"E Michigan",1-11,-13.2,76,128,120
2015-16,124,"Rice",5-7,-13.7,64,124,124
2015-16,125,"Texas St",3-9,-14.9,14,128,125
2015-16,126,"Charlotte",2-10,-15.2,78,128,126
2015-16,127,"Old Dominion",5-7,-15.3,81,127,127
2015-16,128,"UTEP",5-7,-15.6,4,128,128
2016-17,1,"Alabama",14-1,14.2,1,40,3
2016-17,2,"Ohio St",11-2,13.9,1,56,1
2016-17,3,"Clemson",14-1,13.7,1,17,7
2016-17,4,"LSU",8-4,10.7,4,26,6
2016-17,5,"Michigan",10-3,10.7,2,75,2
2016-17,6,"Florida St",10-3,10.7,1,22,10
2016-17,7,"Auburn",8-5,9.6,7,30,8
2016-17,8,"USC",10-3,9.3,1,20,5
2016-17,9,"Wisconsin",11-3,9.2,1,44,4
2016-17,10,"Washington",12-2,9.0,8,103,15
2016-17,11,"Oklahoma",11-2,8.6,1,18,12
2016-17,12,"Penn St",11-3,7.8,11,70,11
2016-17,13,"Colorado",10-4,7.3,9,115,9
2016-17,14,"Louisville",9-4,7.1,2,106,18
2016-17,15,"Mississippi",5-7,6.9,2,15,14
2016-17,16,"Florida",9-4,6.8,16,122,16
2016-17,17,"Stanford",10-3,6.7,2,63,13
2016-17,18,"Miami",9-4,6.5,15,118,20
2016-17,19,"Texas A&M",8-5,6.1,2,30,17
2016-17,20,"Virginia Tech",10-4,5.9,19,97,19
2016-17,21,"Pittsburgh",8-5,5.8,15,102,21
2016-17,22,"Arkansas",7-6,5.7,16,61,25
2016-17,23,"Kansas St",9-4,5.7,1,47,28
2016-17,24,"Tennessee",9-4,5.0,5,64,26
2016-17,25,"Oklahoma St",10-3,5.0,16,78,33
2016-17,26,"West Virginia",10-3,5.0,25,63,32
2016-17,27,"UCLA",4-8,4.5,6,27,22
2016-17,28,"Notre Dame",4-8,4.5,9,58,30
2016-17,29,"North Carolina",8-5,4.3,11,50,42
2016-17,30,"Oregon",4-8,4.2,14,111,24
2016-17,31,"NC State",7-6,4.2,30,122,40
2016-17,32,"Washington St",8-5,4.1,21,91,23
2016-17,33,"California",5-7,4.1,23,113,29
2016-17,34,"Michigan St",3-9,4.1,20,126,27
2016-17,35,"Duke",4-8,3.7,35,94,36
2016-17,36,"Texas",5-7,3.6,20,40,39
2016-17,37,"Northwestern",7-6,3.6,22,84,34
2016-17,38,"Georgia Tech",9-4,3.5,23,69,38
2016-17,39,"Vanderbilt",6-7,3.5,24,65,37
2016-17,40,"Georgia",8-5,3.0,11,47,45
2016-17,41,"Texas Tech",5-7,2.9,32,88,44
2016-17,42,"Utah",9-4,2.8,30,121,31
2016-17,43,"TCU",6-7,2.8,17,93,46
2016-17,44,"Iowa",8-5,2.7,21,125,43
2016-17,45,"Oregon St",4-8,2.6,16,81,35
2016-17,46,"Baylor",7-6,2.5,13,111,53
2016-17,47,"Nebraska",9-4,2.3,22,106,47
2016-17,48,"Syracuse",4-8,2.2,33,123,50
2016-17,49,"Iowa St",3-9,1.7,41,92,51
2016-17,50,"Mississippi St",6-7,1.6,24,73,41
2016-17,51,"Houston",9-4,1.5,8,66,48
2016-17,52,"Arizona St",5-7,1.4,33,103,49
2016-17,53,"Minnesota",9-4,1.1,49,122,54
2016-17,54,"Arizona",3-9,0.7,25,90,52
2016-17,55,"Kentucky",7-6,0.6,24,90,58
2016-17,56,"Missouri",4-8,0.6,14,61,55
2016-17,57,"Wake Forest",7-6,0.5,40,107,67
2016-17,58,"Virginia",2-10,0.4,53,85,57
2016-17,59,"South Carolina",6-7,0.1,3,67,65
2016-17,60,"Memphis",8-5,0.1,52,128,60
2016-17,61,"Indiana",6-7,-0.1,49,105,61
2016-17,62,"Navy",9-5,-0.2,44,107,59
2016-17,63,"BYU",9-4,-0.5,13,63,56
2016-17,64,"Tulsa",10-3,-1.2,26,101,66
2016-17,65,"S Florida",11-2,-1.2,45,100,64
2016-17,66,"Temple",10-4,-1.4,51,96,63
2016-17,67,"W Kentucky",11-3,-1.5,10,116,72
2016-17,68,"Maryland",6-7,-1.5,53,119,62
2016-17,69,"SMU",5-7,-1.7,45,96,69
2016-17,70,"Illinois",3-9,-1.7,39,115,68
2016-17,71,"Boston College",7-6,-1.9,28,84,73
2016-17,72,"Boise St",10-3,-2.2,35,74,71
2016-17,73,"Kansas",2-10,-2.4,71,127,74
2016-17,74,"UCF",6-7,-3.0,53,125,70
2016-17,75,"W Michigan",13-1,-3.2,35,87,85
2016-17,76,"E Carolina",3-9,-3.3,38,112,75
2016-17,77,"Wyoming",8-6,-3.7,37,106,81
2016-17,78,"Rutgers",2-10,-3.8,2,85,76
2016-17,79,"Purdue",3-9,-4.2,77,123,79
2016-17,80,"Cincinnati",4-8,-4.2,49,124,78
2016-17,81,"Louisiana Tech",9-5,-4.3,26,94,83
2016-17,82,"Utah St",3-9,-4.4,56,123,80
2016-17,83,"Colorado St",7-6,-4.5,38,114,77
2016-17,84,"App State",10-3,-4.6,6,86,86
2016-17,85,"Toledo",9-4,-5.0,57,125,84
2016-17,86,"Tulane",4-8,-5.5,46,115,82
2016-17,87,"San Diego St",11-3,-6.0,47,106,93
2016-17,88,"N Illinois",5-7,-6.2,29,88,87
2016-17,89,"Georgia So",5-7,-6.6,43,117,91
2016-17,90,"UConn",3-9,-6.9,66,120,88
2016-17,91,"C Michigan",6-7,-7.0,33,126,92
2016-17,92,"Air Force",10-3,-7.3,69,127,89
2016-17,93,"Army",8-5,-7.5,47,105,90
2016-17,94,"Troy",10-3,-8.1,23,124,94
2016-17,95,"San Jose St",4-8,-8.5,32,113,95
2016-17,96,"Arkansas St",8-5,-8.7,5,114,102
2016-17,97,"E Michigan",7-6,-8.9,96,128,96
2016-17,98,"UMass",2-10,-9.4,23,126,98
2016-17,99,"Fresno St",1-11,-9.5,13,106,99
2016-17,100,"Ohio",8-6,-9.7,83,125,104
2016-17,101,"Hawai'i",7-7,-9.8,33,112,108
2016-17,102,"UTSA",6-7,-9.8,99,124,100
2016-17,103,"Southern Miss",7-6,-9.9,51,113,101
2016-17,104,"Miami OH",6-7,-10.1,19,119,109
2016-17,105,"Middle Tenn",8-5,-10.2,54,108,97
2016-17,106,"Akron",5-7,-10.2,62,123,103
2016-17,107,"UNLV",4-8,-10.2,59,128,105
2016-17,108,"New Mexico",9-4,-10.4,98,127,107
2016-17,109,"N Texas",5-8,-10.5,62,125,112
2016-17,110,"Idaho",9-4,-10.7,97,125,120
2016-17,111,"Ball St",4-8,-10.7,64,117,106
2016-17,112,"New Mexico St",3-9,-10.8,67,127,113
2016-17,113,"Old Dominion",10-3,-11.0,73,125,115
2016-17,114,"Louisiana",6-7,-11.1,24,125,116
2016-17,115,"Bowling Green",4-8,-11.2,3,116,110
2016-17,116,"Kent St",3-9,-11.2,22,123,111
2016-17,117,"Nevada",5-7,-11.3,83,126,117
2016-17,118,"Florida Intl",4-8,-11.5,38,124,114
2016-17,119,"S Alabama",6-7,-11.5,11,121,121
2016-17,120,"Georgia St",3-9,-11.5,38,120,118
2016-17,121,"Marshall",3-9,-12.0,42,123,119
2016-17,122,"Buffalo",2-10,-12.9,99,127,122
2016-17,123,"Rice",3-9,-13.4,9,125,123
2016-17,124,"UL Monroe",4-8,-13.9,95,128,125
2016-17,125,"Charlotte",4-8,-14.2,37,128,124
2016-17,126,"Florida Atlantic",3-9,-14.3,94,127,126
2016-17,127,"UTEP",4-8,-15.6,100,128,127
2016-17,128,"Texas St",2-10,-16.0,31,128,128
2017-18,1,"Auburn",10-4,13.0,1,73,1
2017-18,2,"Oklahoma",12-2,12.7,1,69,4
2017-18,3,"Ohio St",12-2,12.3,2,53,3
2017-18,4,"Clemson",12-2,12.0,2,68,6
2017-18,5,"Penn St",11-2,11.8,1,90,2
2017-18,6,"Alabama",12-1,11.7,1,42,7
2017-18,7,"Georgia",13-1,11.5,4,51,11
2017-18,8,"TCU",11-3,10.1,3,82,10
2017-18,9,"Notre Dame",10-3,9.8,7,62,8
2017-18,10,"Iowa",8-5,9.3,7,71,9
2017-18,11,"Florida St",7-6,8.3,1,12,5
2017-18,12,"Oklahoma St",10-3,8.2,7,86,12
2017-18,13,"Stanford",9-5,8.1,5,101,16
2017-18,14,"Wisconsin",13-1,7.9,13,99,45
2017-18,15,"USC",11-3,7.8,5,46,22
2017-18,16,"Wake Forest",8-5,7.8,10,124,15
2017-18,17,"Texas",7-6,7.5,4,47,14
2017-18,18,"Michigan St",10-3,7.5,10,100,17
2017-18,19,"Miami",10-3,7.5,12,130,28
2017-18,20,"Iowa St",8-5,7.5,16,118,18
2017-18,21,"Michigan",8-5,7.3,12,35,13
2017-18,22,"Mississippi St",9-4,7.2,4,91,21
2017-18,23,"NC State",9-4,7.2,12,71,19
2017-18,24,"Boston College",7-6,7.0,5,72,20
2017-18,25,"Louisville",8-5,6.6,4,55,24
2017-18,26,"Washington",10-3,6.3,6,87,41
2017-18,27,"LSU",9-4,6.2,10,68,34
2017-18,28,"Georgia Tech",5-6,5.7,19,87,23
2017-18,29,"Virginia Tech",9-4,5.7,22,70,31
2017-18,30,"West Virginia",7-6,5.4,18,73,26
2017-18,31,"UCLA",6-7,5.3,19,53,25
2017-18,32,"Texas Tech",6-7,5.3,20,128,27
2017-18,33,"Purdue",7-6,5.1,13,95,29
2017-18,34,"Maryland",4-8,5.0,8,73,32
2017-18,35,"Northwestern",10-3,4.9,18,76,30
2017-18,36,"Kansas St",8-5,4.5,15,115,35
2017-18,37,"Washington St",9-4,4.5,21,112,33
2017-18,38,"Arizona St",7-6,4.3,7,118,36
2017-18,39,"Syracuse",4-8,4.1,30,125,39
2017-18,40,"Nebraska",4-8,3.9,27,66,37
2017-18,41,"Texas A&M",7-6,3.8,16,64,47
2017-18,42,"Utah",7-6,3.8,28,123,40
2017-18,43,"Indiana",5-7,3.7,2,58,42
2017-18,44,"Duke",7-6,3.6,34,95,38
2017-18,45,"Florida",4-7,3.4,3,48,48
2017-18,46,"Pittsburgh",5-7,3.4,19,100,43
2017-18,47,"Oregon",7-6,3.3,35,90,44
2017-18,48,"South Carolina",9-4,3.2,18,70,54
2017-18,49,"California",5-7,2.5,25,81,46
2017-18,50,"Baylor",1-11,2.0,26,108,51
2017-18,51,"Virginia",6-7,2.0,49,119,50
2017-18,52,"North Carolina",3-9,2.0,31,54,49
2017-18,53,"Arkansas",4-8,1.9,25,121,52
2017-18,54,"UCF",13-0,1.8,38,129,67
2017-18,55,"Missouri",7-6,1.3,36,101,58
2017-18,56,"Navy",7-6,1.3,49,96,55
2017-18,57,"Minnesota",5-7,1.3,52,115,56
2017-18,58,"Arizona",7-6,1.3,46,113,53
2017-18,59,"Kentucky",7-6,1.0,38,81,61
2017-18,60,"Memphis",10-3,0.3,41,110,68
2017-18,61,"Colorado",5-7,0.2,35,82,57
2017-18,62,"Mississippi",6-6,0.1,44,123,60
2017-18,63,"Rutgers",4-8,0.1,13,104,59
2017-18,64,"Vanderbilt",5-7,-0.3,24,66,64
2017-18,65,"Tennessee",4-8,-0.3,18,66,63
2017-18,66,"Oregon St",1-11,-0.7,21,75,62
2017-18,67,"Boise St",11-3,-0.8,22,70,65
2017-18,68,"Houston",7-5,-1.1,9,68,66
2017-18,69,"Fresno St",10-4,-1.7,20,125,72
2017-18,70,"Illinois",2-10,-2.6,48,96,70
2017-18,71,"Tulsa",2-10,-3.5,3,74,71
2017-18,72,"Air Force",5-7,-3.8,24,129,73
2017-18,73,"Army",10-3,-3.8,51,120,83
2017-18,74,"SMU",7-6,-3.8,61,128,69
2017-18,75,"San Diego St",10-3,-4.0,18,116,74
2017-18,76,"Tulane",5-7,-4.2,38,126,75
2017-18,77,"Kansas",1-11,-4.4,75,125,76
2017-18,78,"Temple",7-6,-4.6,8,110,77
2017-18,79,"N Illinois",8-5,-4.9,52,111,79
2017-18,80,"S Florida",10-2,-5.2,24,130,89
2017-18,81,"BYU",4-9,-5.7,33,130,82
2017-18,82,"Toledo",11-3,-5.9,56,126,78
2017-18,83,"E Michigan",5-7,-5.9,67,119,81
2017-18,84,"Wyoming",8-5,-6.1,14,111,87
2017-18,85,"W Michigan",6-6,-6.2,5,92,80
2017-18,86,"Colorado St",7-6,-6.3,33,93,86
2017-18,87,"Florida Atlantic",11-3,-6.4,14,107,91
2017-18,88,"Nevada",3-9,-6.4,19,108,85
2017-18,89,"Utah St",6-7,-6.5,3,89,84
2017-18,90,"Akron",7-7,-6.8,9,103,94
2017-18,91,"UConn",3-9,-6.8,88,130,88
2017-18,92,"New Mexico",3-9,-6.9,79,123,92
2017-18,93,"Cincinnati",4-8,-7.1,49,129,93
2017-18,94,"C Michigan",8-5,-7.3,85,127,90
2017-18,95,"App State",9-4,-7.5,10,112,104
2017-18,96,"E Carolina",3-9,-7.6,83,110,97
2017-18,97,"Bowling Green",2-10,-7.7,24,108,95
2017-18,98,"N Texas",9-5,-8.0,79,130,100
2017-18,99,"Ohio",9-4,-8.3,67,120,96
2017-18,100,"Troy",11-2,-8.3,21,106,103
2017-18,101,"Buffalo",6-6,-8.4,13,126,98
2017-18,102,"Marshall",8-5,-8.7,48,115,102
2017-18,103,"Louisiana Tech",7-6,-9.2,56,123,110
2017-18,104,"UNLV",5-7,-9.7,93,128,101
2017-18,105,"UL Monroe",4-8,-9.8,15,125,115
2017-18,106,"Kent St",2-10,-9.8,11,115,99
2017-18,107,"Middle Tenn",7-6,-9.9,12,111,111
2017-18,108,"UMass",4-8,-10.2,75,122,109
2017-18,109,"Southern Miss",8-5,-10.2,41,121,117
2017-18,110,"Hawai'i",3-9,-10.4,86,119,106
2017-18,111,"San Jose St",2-11,-10.6,39,121,108
2017-18,112,"Rice",1-11,-10.7,12,117,112
2017-18,113,"Georgia So",2-10,-10.7,3,115,105
2017-18,114,"New Mexico St",7-6,-10.8,39,129,113
2017-18,115,"UTEP",0-12,-10.9,15,127,114
2017-18,116,"Arkansas St",7-5,-11.0,19,116,116
2017-18,117,"Miami OH",5-7,-11.1,51,117,107
2017-18,118,"S Alabama",4-8,-11.8,11,123,118
2017-18,119,"Florida Intl",8-5,-11.8,18,130,120
2017-18,120,"Idaho",4-8,-12.5,118,130,125
2017-18,121,"Coastal Car",3-9,-12.7,85,127,121
2017-18,122,"Old Dominion",5-7,-13.0,98,124,122
2017-18,123,"UTSA",6-5,-13.1,45,128,124
2017-18,124,"Ball St",2-10,-13.1,55,125,119
2017-18,125,"Charlotte",1-11,-13.1,37,130,123
2017-18,126,"W Kentucky",6-7,-13.4,46,129,126
2017-18,127,"Louisiana",5-7,-13.5,93,127,127
2017-18,128,"Georgia St",7-5,-14.0,102,130,128
2017-18,129,"Texas St",2-10,-14.2,115,130,129
2017-18,130,"UAB",8-5,-14.6,110,130,130
2018-19,1,"Alabama",14-1,15.8,1,37,2
2018-19,2,"Clemson",15-0,13.5,2,69,14
2018-19,3,"Georgia",11-3,12.3,1,72,1
2018-19,4,"LSU",10-3,11.3,1,28,3
2018-19,5,"Texas A&M",9-4,11.2,1,114,4
2018-19,6,"Mississippi St",8-5,10.9,3,80,5
2018-19,7,"Auburn",8-5,10.3,4,26,8
2018-19,8,"Oklahoma",12-2,9.9,7,70,16
2018-19,9,"Michigan",10-3,9.4,3,18,7
2018-19,10,"Florida",10-3,8.8,6,91,10
